SAMPLE_ANALYSIS_NO,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,P2O5,Class,Probability,Lithology,ROCK_GROUP,LITHOLOGY_NAME,GSSA_code
138197,69.18421423066343,0.4387789398109923,15.510325314249027,3.6727164694007737,0.5408205537205254,4.030643749426557,3.367373259014592,3.0612484172859933,0.19387906642811287,igneous,0.993331132697704,"Dacite, Granodiorite",Metamorphic General,Schist,GRDI
138198,73.13120396982772,0.3375286337068973,12.88745692335426,2.484909279952789,0.3375286337068973,1.1455517265203785,2.6081758059169333,7.006276184521959,0.061368842492163136,igneous,0.9948223326928088,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
139087,58.51041376370165,0.7937459231509912,13.210200006727215,3.0405337188643267,5.045956225745588,7.903441549089156,0.3515160516811533,10.965032966957263,0.17915979408265234,sedimentary,0.7209994282151774,Arkose,Breccia (Undifferentiated),Breccia (Undiff. Origin),ARKS
139354,53.78904492202816,1.5910881608615195,13.960515475946233,11.545763341008305,6.230906539631889,9.105130314091406,2.884488859368304,0.6877606888885278,0.20530169817567995,igneous,0.9955110669943324,"Basaltic Andesite, Gabbroic Diorite",Metamorphic General,Amphibolite,BAAN
140095,72.34372887108809,0.7193268495704782,13.050644270778678,3.846552408129092,1.1406468614617582,2.4046068971355985,2.4457112885396257,3.894641085531589,0.15414146776510249,igneous,0.7945835928244194,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
140139,53.67665150813522,1.9657673132960325,19.65767313296033,7.221894006147328,1.7111342416255626,9.482535589008323,5.235255953544876,0.9676056723477884,0.08148258293455059,igneous,0.9665479045715936,"Basaltic Trachyandesite, Monzodiorite",Metamorphic Dynamic,Mylonite,MZDI
140147,57.129185595228,2.958475682610022,19.485132944086693,2.625343480990836,0.040806561139448576,9.079459853527313,7.5186088899433985,0.07141148199403499,1.0915755104802496,igneous,0.9584285949750754,"Trachyandesite, Monzonite",Metamorphic Dynamic,Mylonite,MONZ
142122,79.5408193886892,0.2668141409873753,9.53482986849224,4.384887174090242,0.03020537445140097,0.3020537445140097,5.728952687615719,0.17116378855793882,0.040273832601867975,igneous,0.8217772998496493,"Rhyolite, Granite",Metasomatic/Thermal/Hydrothermal,Albitite (Metasomatic),GRNT
142130,46.4970576170963,1.9588560858643664,3.3506748837153637,22.357130617660257,13.918187978509982,10.928355005348573,0.6907545144890137,0.10309768872970357,0.19588560858643675,igneous,0.9880511840742272,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
142134,51.74559022579916,1.945634192490048,4.936529307541237,16.575759437966635,11.694503391030604,11.280538669224214,1.500622116548175,0.1345385345870778,0.1862841248128769,igneous,0.9938784906163316,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
142135,50.54074756804384,2.6236444411580093,13.118222205790053,16.74505023348594,4.2405415967553886,7.586196717456883,4.454094051268249,0.35592075752143537,0.3355824285202106,igneous,0.9957296095688536,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
142137,50.026717537968295,1.7383021043496047,14.351098768467667,13.640747199608295,7.15533656906698,10.813856114267884,1.8393661801838848,0.2930858199194101,0.1414897061679911,igneous,0.9960610070493788,"Basalt, Gabbro",Metamorphic General,Amphibolite,GBRO
142165,76.94883248193156,0.3356492041855089,12.524224036772713,1.965383929757896,0.4007751691767269,0.9618604060241444,2.8855812180724336,3.9075578994730873,0.07013565460592723,igneous,0.9032937475076552,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142166,77.0643293838273,0.2852381022648153,12.010025358518536,2.2333894044263785,0.2802339250320993,0.9808187376123476,3.2326984923345745,3.8632248236567968,0.050041772327160575,igneous,0.9650907157150276,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142167,74.01563212820416,0.5286830866300296,12.789095619431192,3.0898726822078166,0.7451913982975656,1.6112246449677101,3.504413602804767,3.6051151431152486,0.11077169434153003,igneous,0.8784749872943898,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142168,72.360389042265,0.6774377614913853,12.84622718087368,4.009578225416987,0.8329975437597775,2.3885953664436994,3.6531458545609516,3.061015070442555,0.1706139547459785,igneous,0.9052017195709372,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142169,70.58037602272559,0.8467616951002279,12.574664693703985,4.863534819367798,1.2473256107464437,2.5453555146126616,3.8332445598549243,3.2856381941613644,0.22309888972700612,igneous,0.7739018797896221,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142170,73.63545458745389,0.6712624313220936,12.509890765548105,3.816230105863065,1.00689364698314,1.8205450788887083,3.6410901577774166,2.746073582681292,0.15255964348229398,sedimentary,0.6240679674278777,Wacke,Metamorphic General,Gneiss,GYWK
142172,72.65841241547687,0.7058245777503469,12.663323306697395,3.8106417351108255,1.1313952790409971,1.961777135217876,3.4876037959428894,3.394185837122991,0.1868359176397977,igneous,0.5185358327838272,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142173,73.47747471430402,0.5632239622967046,12.297917708863823,3.1616488311693702,0.8474195396023813,1.7465110023512491,3.9167317745036887,3.844391082098608,0.14468138481016266,igneous,0.9252934011152943,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142174,73.88401086651722,0.5262687924849689,13.105124832468832,1.6806067686905064,0.6913727273822143,3.859304478223105,5.252368928918613,0.8771146541416152,0.1238279511729339,igneous,0.9280230008300759,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142175,75.92085544114775,0.20491458958474426,12.294875375084658,1.7332085646358928,0.1639316716677955,1.1475217016745678,3.9138686610686158,4.5695953477397975,0.05122864739618608,igneous,0.9946522720058418,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142176,74.02709363057008,0.4897335581409581,12.578419809094086,2.347128506692962,0.5670599094263725,1.2784623412521852,3.856007384099333,4.773613419352918,0.08248144137110873,igneous,0.9935395655059864,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142177,78.14269145681517,0.2970036765724299,11.98256212378424,0.5344928665021029,0.2970036765724299,1.157290188023606,7.179295768181839,0.3686942191933612,0.04096602435481792,igneous,0.8218562968585423,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142178,77.04527488305001,0.1493524713642012,11.9481977091361,1.102913530801518,0.15450255658365647,0.6798112489680884,3.4093564152793543,5.4796906735003486,0.030900511316731293,igneous,0.9951213629382046,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142179,72.60403292677917,0.634253980823426,12.89134107364687,3.340724629795768,0.794106610136647,2.052301498924581,3.475505553455194,4.073663779272412,0.13406994716592746,igneous,0.9856246402957712,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142181,78.32814032587136,0.2782710248419114,11.543094363812626,1.4096065319361184,0.5565420496838228,0.3813343673759527,6.369314568603751,1.0924714308608374,0.041225337013616505,igneous,0.8037617580390508,"Rhyolite, Granite",Metamorphic General,Gneiss,GRNT
142208,64.08044202193817,0.41839463863121135,11.560904488493998,8.569761073853169,5.9786391783354675,3.270084412459732,0.16515577840705714,5.582265310158531,0.3743530977226629,sedimentary,0.6557762445749666,Wacke,Metasomatic/Thermal/Hydrothermal,Metasomatite,GYWK
